,productname,nutriscorescore,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g
3947,ebratene Nudeln emüse - Alnatura - 130 ,1,b,779.0,0.8,1.8,2.1,5.4,1.0
3948,Rustipani - Hähnchenbrust - Waner,2,b,939.0,2.5,1.9,2.1,9.8,1.3
3949,Bio Fruchtaufstrich Erdbeere - dm Bio - 250 ,2,b,423.0,0.1,22.6,2.1,0.5,0.06
3950,Pufuletti - ,1,b,1695.0,0.7,1.5,2.1,9.9,0.8
3951,arten emüse Paprika Walnuss - Alnatura - 135 ,2,b,643.0,1.2,4.8,2.1,2.1,1.0
3952,Puszta-Topf unarische Art - MEINE MAHLZEIT - 800 ,0,b,481.0,2.4,6.2,2.1,4.2,1.33
3953,Altländer Apfel-Curry Soße - 200,2,b,289.0,0.1,12.7,2.1,1.8,0.83
3954,"Tortilla Wraps - K-Classic - 380 , 6 Stück",2,b,1293.0,0.9,8.0,2.1,8.0,0.93
3955,Zwerenwiese Papucchini Brotaufstrich - 160,10,c,1372.0,2.6,5.3,2.1,4.6,1.3
3956,emüse Pfanne mit Süsskartoffeln & Sweet-Chili - Frosta - 400,3,c,357.0,0.3,5.9,2.1,1.0,0.83
3957,"Zwerenwiese urke-dill Streich Nach Tzatziki Art, 180 R las - 180",9,c,1243.0,2.7,1.2,2.1,6.7,1.5
3958,Salade de chou blanc - EXCELLENT Buffet - 400 ,4,c,448.0,0.4,12.3,2.1,1.0,1.25
3959,Steinofen Salami - Waner - 320 ,10,c,1048.0,4.4,3.9,2.1,11.0,1.3
3960,"Die Backfrische, Mozzarella & Provolone - Waner - 350 ",3,c,937.0,3.8,1.2,2.1,10.8,1.3
3961,Streichcreme Toskana - Alnatura - 180,10,c,1415.0,3.0,4.3,2.1,5.7,1.5
3962,erösteter Paprika - Kühne - 210 ,3,c,154.0,0.1,5.5,2.1,1.0,1.1
3963,"Die Backfrische, Speciale Mit Frühlinskräuter Pes... - Waner - 360 ",9,c,937.0,3.5,1.2,2.1,10.5,1.5
3964,Pizza die Backfrische - Thunfisch mit Zwiebeln und Kräutern - Waner - 340 ,3,c,983.0,3.2,3.1,2.1,11.0,1.3
3965,Steinofen-Pizza Edel-Salami - K-Classic - 3 x 350  = 1050 ,9,c,970.0,3.1,2.2,2.1,9.7,1.4
3966,Pizza Tradizionale - Marherita - Dr. Oetker - 345 ,3,c,978.0,3.1,3.2,2.1,10.0,1.2
3967,Wild-Preiselbeeren - Alnatura - 220,8,c,688.0,0.1,39.0,2.1,0.5,0.01
3968,K Classic - 400 ,5,c,255.0,0.1,11.0,2.1,1.1,1.3
3969,aufs Brot: Kichererbse - Allos - 140,12,d,1538.0,4.2,4.7,2.1,3.3,1.3
3970,Avocado Mozzarella Bites - Salü - 1k,11,d,1151.0,6.1,2.0,2.1,11.5,1.1
3971,Bonne maman petits muffin au chocolat - 235,16,d,1921.0,5.2,35.0,2.1,5.4,0.3
3972,"Tello fix, Klare Delikatess Suppe - Tello Mix - 900",15,d,808.0,4.9,5.4,2.1,10.5,52.4
3973,Bules Oriinal - 100,17,d,2252.0,3.5,3.1,2.1,5.8,2.5
3974,Frischer Dinkel-Blättertei - Tante Fanny - 270 ,16,d,1686.0,13.0,1.6,2.1,8.2,0.85
3975,Papayano - Zwerenwiese - 160 ,12,d,1425.0,2.8,6.9,2.1,4.0,1.7
3976,Streichcreme artenkräuter - dm Bio - 180 ,11,d,1364.0,3.7,4.1,2.1,5.3,1.5
3977,La Mia rande Marherita - Dr.Oetker - 360 ,11,d,1021.0,4.3,3.7,2.1,12.0,1.4
3978,Erfrischunsstäbchen mit flüssier Füllun - Erdbeere - Chupa Chups - 75 ,17,d,1657.0,6.0,69.0,2.1,1.8,0.13
3979,Kartoffel ratin - Holstenseen,16,d,1876.0,2.6,7.1,2.1,5.0,15.5
3980,"Snyder's of hanover, sweet and salty pretzel pieces - Snyder’s Of Anover - 100",24,e,2050.0,12.3,14.2,2.1,6.4,1.7
3981,"Double Oreo - 157 , 11 biscuits",22,e,2071.0,7.2,43.0,2.1,4.2,0.57
3982,Dolcini Karamell Salz - Bohlsener Mühle - 125 ,22,e,2051.0,12.3,28.9,2.1,6.1,0.56
3983,Milka Haselnusscreme - 350,19,e,2301.0,5.7,57.0,2.1,3.8,0.18
3984,Toblerone Minis - 35,24,e,2197.0,17.5,59.0,2.1,5.4,0.15
3985,Pate à tartiner - Milka - 600 ,19,e,2310.0,5.7,57.0,2.1,3.8,0.15
3986,Nuss-Nouat & Milch Creme Duo - It's my Life... - 270,22,e,2362.0,7.3,52.0,2.1,5.2,0.12
3987,Löffel-Ei Kakaocrème - Milka - 136 ,25,e,2375.0,17.5,53.0,2.1,4.2,0.18
3988,Kit Kat Chunky Peanut Butter - Nestlé - 42,26,e,2243.0,15.7,46.2,2.1,9.7,0.55
3989,Dijonnaise Mayonnaise à la moutarde ros rains - Thomy - 265,20,e,2669.0,7.1,0.7,2.1,2.5,2.0
3990,Filero Vollkorn - Ilo - 250 ,-1,a,952.0,0.96,0.4,2.16,12.8,1.12
3991,Veetarische Soja-Bolonese - Alnatura - 350 ml,-2,a,342.0,0.3,7.4,2.2,4.0,1.3
3992,Blé ourmand - Ebly - 500,-3,a,571.0,0.1,0.5,2.2,4.7,0.0
3993,Penne luten Free - Lidl - 500  ℮,-1,a,1558.0,0.6,1.2,2.2,6.4,0.0
3994,Milch Reis - Oryza - 1000,-1,a,1513.0,0.3,0.9,2.2,5.8,0.01
3995,Reisflocken - ener Bio - 500,-2,a,1473.0,0.6,0.7,2.2,7.8,0.03
3996,Basmati Reis Vollkorn - Alnatura - 500 ,-2,a,1490.0,0.6,0.6,2.2,7.8,0.025
3997,Süßkartoffen - Bonduelle - 305  (265 ),-2,a,283.0,0.1,10.0,2.2,1.4,0.86
3998,Épinards hachés à la crème fraîche - Findus - 600 ,-3,a,301.0,2.8,0.9,2.2,3.2,0.7
3999,Naturreis mit Wildreis - Alnature - 500,-3,a,1477.0,0.6,1.1,2.2,9.5,0.02
4000,Veetarische Bolonese - Dm Bio - 350 ,-6,a,394.0,0.5,2.7,2.2,5.7,0.7
4001,Bio Apfel-Bananenmark - Campo Verde - 360  370 ml,-5,a,267.0,0.0,12.0,2.2,0.5,0.0
4002,Spahetti luten free - Vemondo - 500 ,-1,a,1540.0,0.6,1.2,2.2,6.4,0.01
4003,Milchreis 👍 - Oryza - 500,-1,a,1513.0,0.3,0.5,2.2,5.8,0.01
4004,K-Bio Apfel-Birnenmark - 360,-5,a,226.0,0.0,11.0,2.2,0.0,0.0
4005,Reis Flocken - DM Bio - 500  ℮,-2,a,1491.0,0.6,0.6,2.2,7.8,0.01
4006,Steinofen Pizza Spinat - Waner - 360,-1,a,823.0,2.9,3.5,2.2,8.3,0.89
4007,Brown rice - Valdo - 0.5 k,-2,a,1460.0,0.6,0.6,2.2,7.2,0.03
4008,Könis-emüse - ilo - 800 ,-8,a,129.0,0.2,2.8,2.2,1.9,0.08
4009,Couscous - Bio Zentrale - 400,-3,a,1435.0,0.5,1.7,2.2,13.0,0.075
4010,rüne Bohnen - ilo - 480 ,-2,a,272.0,2.7,2.8,2.2,2.0,1.0
4011,Milchreis - Reiskontor - 500 ,-1,a,1494.0,0.3,0.5,2.2,5.8,0.01
4012,Naturreis Lankorn - Alnatura - 500 ,-3,a,1498.0,0.6,1.1,2.2,9.5,0.02
4013,Blé cuisson 10 min Ebly 4 x 125  - 500,-3,a,565.0,0.1,0.5,2.2,4.7,0.0
4014,Kürbis - Bonduelle - 320,-3,a,163.0,0.1,6.9,2.2,0.9,0.68
4015,Milchreis Flocken Zartblatt - Bauck Hof - 425 ,-2,a,1473.0,0.6,0.7,2.2,7.8,0.03
4016,Rahm-Spinat - Ökoland - 500 ,-5,a,207.0,1.0,1.0,2.2,2.5,0.82
4017,Wildlachs Sommeremüse mit Erbsen Pasta - Frosta - 400 ,-4,a,251.0,0.3,2.1,2.2,5.5,0.6
4018,Farine d'epeautre bio - Belbake - 1000 ,-3,a,1494.0,0.1,1.0,2.2,12.0,0.01
4019,"Nudeln, Spiralen - K Classic - 500",-4,a,1222.0,0.5,2.6,2.2,11.0,0.02
4020,Apple puree pear - Alnatura - 360,-5,a,250.0,0.1,11.0,2.2,0.5,0.01
4021,emüse Pfanne Andalusia - FRoSTA - 480 ,-1,a,239.0,0.3,3.7,2.2,1.5,0.84
4022,China-Pfanne Chop Suey - Mai - 34 ,-2,a,1350.0,0.7,24.9,2.2,5.0,16.9
4023,Veetarisches Chili Sin Carne - K-Classic - 400 ,-1,a,552.0,0.5,1.6,2.2,5.6,0.73
4024,Mörchen sehr fein - Bonduelle - esamtfüllewicht: 400 ; Abtropfewicht: 265 .,-5,a,102.0,0.1,1.7,2.2,0.7,0.67
4025,Couscous emüsepfanne - dm Bio - 220 ,-4,a,222.0,0.1,2.5,2.2,1.9,0.073
4026,Apfelmark mit Birne - dm Bio - 360 ,-5,a,247.0,0.1,11.2,2.2,0.4,0.01
4027,Himbeeren tiefefroren - K-Classic - 250 ,-7,a,179.0,0.02,2.4,2.2,0.66,0.012
4028,Himalaya Basmati Reis natur - Rapunzel - 1 k,-2,a,1473.0,0.6,0.6,2.2,7.8,0.03
4029,Feines Fruchtallerlei - Alnatura - 250 ,-5,a,226.0,0.2,11.5,2.2,0.5,0.005
4030,Linsenemüse mit Rind - Alnatura - 250 ,-4,a,301.0,0.5,1.8,2.2,3.6,0.07
4031,Karotte-Zucchini mit Süßkartoffeln und Rind - Alnatura - 220 ,-4,a,269.0,0.6,2.7,2.2,2.5,0.04
4032,Dinkelmehl Typ 630 - Heimatsmühle - 1 k,-3,a,1473.0,0.1,1.0,2.2,12.0,0.01
4033,Wok emüse Pfanne - Ökoland - 450 ,-1,a,340.0,1.5,5.0,2.2,1.5,0.86
4034,yozas aux léumes - all roo - 40×13.5,1,b,1125.0,1.1,2.0,2.2,8.1,1.0
4035,Tomatenmark 2-fach konzentriert - K-Bio - 200,1,b,402.0,0.0,17.0,2.2,4.5,1.4
4036,Sauce tomate à l'ail - Barilla - 400 ,0,b,192.0,0.2,5.5,2.2,1.7,0.725
4037,Pizza Veetaria - Waner - 380 ,1,b,770.0,2.3,3.9,2.2,7.2,0.73
4038,Die Backfrische Lachs Spinat - Waner - 350 ,1,b,845.0,2.6,3.2,2.2,10.0,1.1
4039,Pizzakit Orinal - Pop! - 600 ,0,b,794.0,0.5,2.7,2.2,6.7,0.98
4040,Pain Hamburer - coop - 6pcs,1,b,1184.0,0.6,7.4,2.2,9.1,1.0
4041,Mano 75% Fruchaufstrich - DM Bio - 250 ,2,b,467.0,0.3,24.0,2.2,0.7,0.03
4042,Veie Love Ofenemüse Chili Cheese - ilo - 370 ,2,b,578.0,2.7,5.1,2.2,3.3,0.56
4043,Rahm Könisemüse - FRoSTA - 300 ,0,b,333.0,3.8,3.1,2.2,1.6,0.97
4044,Tomatenmark - Naturküche - 70,2,b,393.0,0.0,17.0,2.2,4.5,1.6
4045,Est.1995 BI Pizza - Oriinal Waner - 445  ℮,2,b,954.0,2.6,1.5,2.2,10.3,1.2
4046,"Zwieback, Vollkorn - buitoni - 300",2,b,1644.0,0.6,5.5,2.2,12.3,1.0
4047,75% Mano Fruchtaufstrich - dmBio - 250 ,2,b,467.0,0.3,24.0,2.2,0.7,0.03
4048,"Salade Scala, LES CRUDETTES, barquette - 250 ",0,b,736.0,2.7,2.3,2.2,7.5,0.9
4049,Ein Teller Chili von Carne - Mai - 325,1,b,207.0,0.8,2.0,2.2,3.2,0.99
4050,"Porride lück Kokos, Banane & Erdbeere - Heise Tasse - 54 ",1,b,548.0,3.1,4.0,2.2,2.8,0.21
4051,Protein Vanilla-Kirsche - Supplement Union - 50 ,0,b,1418.0,2.2,2.1,2.2,53.4,0.39
4052,Mille-feuilles de Crabe & St-Jacques - uyader - 120 ,0,b,592.0,2.7,2.1,2.2,9.5,1.0
4053,Bärlauch-Tomate Streich pâte à tartiner Bio - Zwerenwiese - 180 ,3,c,973.0,2.2,2.8,2.2,6.1,1.2
4054,Pesto avec léumes méditerranéens - Barilla - 200 ,9,c,761.0,1.4,5.5,2.2,1.5,1.65
4055,Bärlauch-Tomate - Zwerenwiese - 50,4,c,983.0,2.2,2.8,2.2,6.1,1.2
4056,Ketchup Tomate Doux Et Fruité Bio Rapunzel - 450 ,10,c,375.0,0.1,15.0,2.2,2.2,2.0
4057,Streichcreme Rote Bete Meerrettich - Alnatura - 180 ,10,c,1354.0,3.2,5.1,2.2,4.0,1.34
4058,Rote Bete & Quinoa - Alnavit - 350 ml,5,c,264.0,0.2,7.2,2.2,1.8,1.9
4059,koukee dark - Keks Koukee - 27 ,6,c,2197.0,2.2,6.5,2.2,3.2,0.2
4060,Heidebeere - Zwerenwiese - 225 ,3,c,523.0,0.1,28.0,2.2,0.5,0.03
4061,Petit Beurre Oriinal - Coop - 230 ,15,d,1816.0,4.5,25.0,2.2,7.0,0.8
4062,Eierplätzchen von Coppenrath - 200,13,d,1615.0,1.6,45.0,2.2,8.2,0.33
4063,Natürliche schwarze Oliven - Marmarabirlik - 500 ,17,d,1499.0,5.9,0.0,2.2,1.8,5.5
4064,Russisch Brot mit Karamell - Dr. Quendt - 100 ,12,d,1628.0,0.1,64.7,2.2,6.1,0.1
4065,Milchschokolade mit Stevia - Frey - 100,17,d,2049.0,20.0,11.0,2.2,8.4,0.25
4066,Dresdner Russisch Brot - Dr. Quendt - 115 ,12,d,1638.0,0.4,62.1,2.2,6.7,0.07
4067,Lay's bules - 125,16,d,2251.0,3.5,5.6,2.2,6.3,2.0
4068,"Bi Pizza, Texas - Waner - 400 ",11,d,1075.0,3.9,3.0,2.2,10.5,1.6
4069,Bules Nacho Cheese - Lay's - 100 ,17,d,2253.0,3.8,5.1,2.2,6.4,2.2
4070,DM Lauen-Knusper-Snack - Dm bio - 80,12,d,1556.0,0.5,0.5,2.2,4.7,6.0
4071,Backerbsen - Le usto - 200,24,e,2188.0,16.0,4.5,2.2,8.0,3.3
4072,Choco Minis - Milka - 185,23,e,2155.0,11.0,36.0,2.2,6.5,0.625
4073,Oreo Sandwich - Milka - 92 ,26,e,2167.0,16.0,49.0,2.2,6.2,0.6
4074,Schweizer Bio-Schokolade Vollmilch - Norma - 100 ,25,e,2372.0,23.0,49.0,2.2,7.4,0.18
4075,Milka Schoko & Keks - 300 ,25,e,2335.0,19.0,47.0,2.2,5.4,0.41
4076,Schweizer cappuccino - Norma - 200 ,25,e,2326.0,20.7,53.5,2.2,6.2,0.23
4077,Backerbsen - Le usto - 200 ,24,e,2188.0,16.0,4.5,2.2,8.0,3.3
4078,Milka Crunchy Break - 156 ,23,e,2152.0,11.0,39.0,2.2,4.4,0.31
4079,Pesto alla enovese - K-Classic - 190 ,20,e,1906.0,7.1,1.5,2.2,5.9,2.7
4080,Macaron Blaubeeren-eschmack - Curenero - 84,20,e,2046.0,6.3,53.0,2.2,10.2,0.05
4081,Die Backfrische Käse Duo mit Ricotta-Crème - Waner - 350,3,c,906.0,3.8,1.57,2.23,10.5,1.31
4082,Asia Style Chicken - Frosta - 400 ,11,d,7810.0,1.0,2.75,2.25,7.0,0.75
4083,Couscous ericht - Kaufland Favorites - 70,-1,a,412.0,0.16,3.92,2.28,3.32,0.52
4084,"Powerbar Natural Enery Cereal Eneribar, Kakao-crunch - 40",-1,a,655.0,1.9,19.0,2.3,8.1,0.17
4085,Broccoli Röschen - ilo - 400 ,-8,a,119.0,0.2,0.9,2.3,3.1,0.03
4086,Alpro - 500 ,-4,a,230.0,0.4,1.9,2.3,3.8,0.09
4087,L'Epinard Feuilles Préservées - Bonduelle - 750 ,-8,a,100.0,0.1,0.7,2.3,2.5,0.1
4088,Bifidus - Activia - 400,-4,a,188.0,0.4,1.9,2.3,3.8,0.09
4089,Chili Sin Carne - ilo - 400,-2,a,314.0,0.5,3.0,2.3,3.7,0.63
4090,Maisstanen -  - 60 ,-3,a,1665.0,0.4,0.7,2.3,8.7,0.0
4091,12 Vollkorn Fischstäbchen - ilo - 360 ,-2,a,807.0,0.6,1.0,2.3,14.0,0.87
4092,emüse-Ideen Asia Wok Mix - ilo - 480 ,-4,a,235.0,1.6,4.5,2.3,1.8,0.77
4093,Faots de haricots verts et liens de poireaux - Casserain - 400 ,-3,a,88.0,0.01,1.0,2.3,1.3,0.93
4094,Folie d'ulivo ali spinaci - Italiamo - 500 ,-3,a,1485.0,0.8,2.1,2.3,11.0,0.0
4095,Tomaten Basis - Lidl - 550,-7,a,159.0,0.1,5.4,2.3,1.9,0.05
4096,Betteraves en dés préparées - Bonduelle - 300,-3,a,172.0,0.0,7.3,2.3,1.2,0.7
4097,Möhrchen - Bonduelle - 400,-5,a,96.0,0.1,2.2,2.3,0.6,0.55
4098,Express Natur-Reis Mediterran - Uncle Ben's - 220 ,-2,a,720.0,1.0,1.9,2.3,4.1,0.44
4099,emüse pfanne asia curry - FRoSTA - 480 ,-1,a,238.0,1.3,3.4,2.3,1.9,0.77
4100,"Freche Freunde 100% Apfel, Blaubeere, Johannisbeere & Brombeere - Erdbär",-5,a,226.0,0.0,11.0,2.3,0.0,0.0
4101,Bean Vermicelli - Xianlon - 100 ,-1,a,345.0,0.18,0.1,2.3,0.27,0.01
4102,Kaufland - 600 ,0,b,234.0,0.4,3.6,2.3,2.3,0.8
4103,Schlachtekraut - Thüriner Landarten - 550 ,0,b,251.0,1.0,7.5,2.3,1.5,1.5
4104,emüse Pfanne mit Zucchini & Quinoa - FRoSTA,2,b,196.0,0.2,3.2,2.3,1.6,1.04
4105,Seitan Aufschnitt - rün old - 100 ,1,b,862.0,0.7,3.0,2.3,28.6,1.5
4106,Steinofen Marherita - Kaufland Classic - 3 x 300 ,2,b,933.0,2.2,3.6,2.3,9.2,1.2
4107,"rünkohleintopf - Mutters Feinstes - 0,9 k",0,b,271.0,0.8,1.6,2.3,4.3,1.0
4108,Tomatenmark 2-fach konzentriert - K-Classic - 70 ,2,b,389.0,0.2,15.0,2.3,4.8,1.6
4109,Ilo emüse-idee Bunte Karotten - 400,0,b,318.0,3.3,5.6,2.3,0.7,0.8
4110,Coshida - Villa usto - 1050  (3*350 ),2,b,912.0,3.0,3.7,2.3,9.1,1.3
4111,emüseaufstrich Süsskartoffel Karotte-Zuchini - dm - 135 ,3,c,527.0,0.9,4.3,2.3,1.9,1.3
4112,Rote Beete bio-aufstrich - Retterut - 135 ,9,c,1225.0,3.0,5.8,2.3,4.8,1.2
4113,Tomatensauce Klassik ohne Knoblauch - dm Bio - 350ml,4,c,478.0,0.5,10.0,2.3,2.0,1.1
4114,schar - 150,9,c,1590.0,0.3,6.0,2.3,6.0,1.4
4115,Schlachtekraut - Thüriner Landarten - 550,5,c,251.0,1.0,7.5,2.3,1.5,1.5
4116,Streichcreme Auberine - Alnatura - 180 ,10,c,1166.0,2.5,3.9,2.3,5.5,1.6
4117,Zwerenwiese Kinder Streich - 180 ,9,c,1121.0,2.3,8.4,2.3,5.7,1.3
4118,Suppenemüse mit würzier Brühe - ilo - 450 ,8,c,519.0,4.2,3.7,2.3,1.4,2.8
4119,"Pizza mit Rindersalami, Edamer, Mozzarella und Hartkäse, Tiefefroren - anstarella - 442 ",10,c,1084.0,3.5,4.5,2.3,11.0,1.5
4120,Sanddorn 70% Frucht - Zwerenwiese - 225 ,3,c,586.0,0.5,29.0,2.3,0.6,0.05
4121,Schamel Bayrischer Meerrettich Alpensahne - las,8,c,1343.0,3.7,7.9,2.3,1.0,0.51
4122,Konfitüre Extra Waldfrucht - K-Classic - 450 ,10,c,1021.0,0.1,49.0,2.3,0.5,0.0
4123,Florida Eis: Mandarine - 150 ml,6,c,607.0,0.01,32.1,2.3,0.1,0.01
4124,Milchbrei riebbrei - Alete - 400 ,10,c,1707.0,0.8,28.0,2.3,14.0,0.3
4125,Rote Früchte Intense - Bonne Maman - 235 ,3,c,690.0,0.0,39.0,2.3,0.6,0.0
4126,Tofu-Würstchen - utBio - 180 ,3,c,942.0,1.4,2.5,2.3,27.0,1.6
4127,Tortelloni Vier Käse - Mamma Lucia - 250 ,9,c,1212.0,1.6,2.8,2.3,11.2,1.8
4128,Snack mix - tao - 150 ,11,d,1683.0,1.0,10.9,2.3,8.1,1.48
4129,"Streichcreme, Rote Bete Meerrettich - Alnatura - 180 ",11,d,1092.0,2.2,5.9,2.3,5.6,2.0
4130,Tuc Bacon - LU - 100,14,d,1997.0,1.9,7.0,2.3,8.6,2.19
4131,irasoli mit eräuchertem Lachs - Marziale - 250 ,11,d,1187.0,2.7,3.5,2.3,9.9,1.85
4132,Klare emüsebrühe - Lemar - 140,13,d,687.0,0.2,15.5,2.3,1.4,63.5
4133,Ernst Waners Frischer Tei Pizza - Waner - 390 ,12,d,1209.0,3.0,2.0,2.3,7.5,2.1
4134,Bules Paprika-Style - Lay's - 100,18,d,2238.0,3.3,5.1,2.3,5.9,2.6
4135,Vollmilch Schokolade - Dm bio,26,e,2439.0,25.0,46.0,2.3,8.0,0.25
4136,Peanut caramel - Milka,25,e,2259.0,16.0,48.0,2.3,9.2,0.41
4137,Mondelez - 300,22,e,2000.0,8.4,7.5,2.3,8.1,2.4
4138,Birne Apfel Dinkel - Fruchtbar - 100,15,e,276.0,0.1,10.0,2.3,0.7,0.01
4139,Tuc Cream & Onion - LU - 100,23,e,2035.0,9.7,7.1,2.3,8.2,2.25
4140,Kitkat - Nestlé - 169 ,24,e,2167.0,15.4,46.4,2.3,8.2,0.19
4141,Vollmilchschokolade - Dm Bio - 100 ,26,e,2439.0,25.0,46.0,2.3,8.0,0.25
4142,Cranberry Cookies - K Classic - 200 ,25,e,2048.0,12.0,43.0,2.3,4.6,0.58
4143,6 Chocolate Chip Cookies - ilo - 300 ,22,e,1855.0,17.0,31.0,2.3,5.6,0.76
4144,Broccoli ratin - Mai - 40,26,e,2033.0,16.0,9.7,2.3,7.7,7.6
4145,Tuc Cracker Sour Cream & Onion - Lu - 100,24,e,2032.0,10.0,7.7,2.3,7.9,2.27
4146,Peanut Caramel - Milka - 276,24,e,2269.0,16.0,48.0,2.3,9.2,0.14
4147,Vollmilch Schokolade - dmBio - 100 ,26,e,2427.0,25.0,46.0,2.3,8.0,0.25
4148,Pesto Alla enovese - Creazioni d'Italia - 180 ,20,e,1803.0,7.4,2.0,2.3,5.0,2.6
4149,Haselnuss Alpenvollmilch - Excelsior - 100 ,25,e,2328.0,18.0,49.0,2.3,7.5,0.38
4150,TUC Classic - De Beukelaer - 225 ,22,e,1964.0,8.4,7.5,2.3,8.1,2.5
4151,Latte Macchiato - Kaufland Classic - 200 ,32,e,1649.0,10.0,58.0,2.3,14.0,1.3
4152,BIO Teitaschen mit Lachs - Vici - 400,1,b,987.0,1.54,0.47,2.38,11.5,1.31
4153,Porride lück - Heisse Tasse - 54 ,-2,a,460.0,0.2,3.4,2.4,2.5,0.15
4154,Porride lück Apfel&Zimt - Heisse Tasse - 54 ,-1,a,490.0,0.2,5.3,2.4,2.2,0.2
4155,emüsepfanne à la Provence - FRoSTA - 480 ,-5,a,211.0,0.3,3.6,2.4,1.7,0.81
4156,Betteraves en dés - Notre Jardin - 265 ,-4,a,142.0,0.0,5.7,2.4,0.9,0.6
4157,"""oo"" FARINA DI RANO TENERO - la Molisana - 1k",-3,a,1481.0,0.4,0.4,2.4,11.0,0.004
4158,Prinzessbohnen - ilo - 400 ,-8,a,118.0,0.1,2.1,2.4,1.8,0.0
4159,Sweet Peas - reat Value,-5,a,234.0,0.0,4.8,2.4,3.2,0.64
4160,Baja shrimp salad - Milbona - 200 ,-1,a,375.0,0.74,5.88,2.4,5.29,0.602
4161,Arrabbiata Tomatensauce extra scharf - Rapunzel - 340 ,-4,a,105.0,0.1,2.6,2.4,1.3,0.81
4162,Kürbisemüse mit Vollkorn - Alnatura - 220 ,-4,a,247.0,0.2,2.2,2.4,2.0,0.02
4163,Rösti - Pfanni - 400 ,-3,a,565.0,0.8,0.8,2.4,1.9,1.0
4164,"emüsepfanne, Toskana - FRoSTA - 480 ",-3,a,172.0,0.3,3.0,2.4,1.5,0.96
4165,"Basmati, Bulur & Quinoa - Teut",-3,a,1490.0,0.3,0.9,2.4,11.0,0.05
4166,Birne-Erdbeere in Apfel - dmBio - 90 ,-5,a,241.0,0.1,9.9,2.4,0.4,0.003
4167,Porride Nature - real Quality,-4,a,466.0,0.3,3.4,2.4,5.6,0.09
4168,Tomatenmark dreifach konzentriert - Freshona - 200 ,-2,a,604.0,0.0,17.0,2.4,5.9,1.0
4169,Cappuccino - ut & ünsti - 250ml,-1,a,253.0,0.8,9.52,2.4,2.52,0.18
4170,Muscle protein - Weider - 500 ml,-2,a,1180.0,0.2,8.0,2.4,8.0,0.16
4171,Beef'n beans - Frosta - 400 ,-2,a,268.0,0.9,3.2,2.4,4.3,0.67
4172,Spinat verzehrferti - reen Specialties - 300 ,-9,a,31.0,0.1,0.0,2.4,4.4,0.1
4173,Frucht Pur Orane - Allos - 250 ,2,b,443.0,0.1,24.0,2.4,0.5,0.03
4174,emüse Kartoffel Pfanne - Ökoland - 450 ,2,b,424.0,1.8,2.0,2.4,2.2,0.73
4175,Taliatelle sans luten - Schär - 250 ,0,b,1561.0,1.5,0.0,2.4,6.4,0.18
4176,June Maiskölbchen süß-sauer - K-Classic - 340 ,0,b,185.0,0.1,6.2,2.4,1.8,0.63
4177,lass noodles - Vitasia - 100 ,2,b,1427.0,0.2,0.3,2.4,0.4,0.0
4178,Hamburer Brötchen - Harry - 300,2,b,1235.0,1.2,8.2,2.4,8.7,1.1
4179,Rustipani Bruschetta - Waner,1,b,816.0,1.5,1.9,2.4,7.5,1.1
4180,"Bratferti rosti, bratferti - rocholl - 400 ",2,b,368.0,0.0,0.8,2.4,1.6,0.8
4181,Pizza veetale - ALNATURA - 350 ,1,b,845.0,2.4,2.5,2.4,8.1,1.1
4182,Hamburer Brötchen mit Sesam - K-CLASSIC - 300 ,2,b,1229.0,0.5,8.0,2.4,9.0,1.2
4183,emüse-Ideen Kürbis & Süßkartoffeln in Limetten-Butter - ilo - 400 ,2,b,453.0,3.5,2.8,2.4,2.1,0.65
4184,Fried potatoes with onions - rocholl - 400,2,b,368.0,0.0,0.8,2.4,1.6,0.8
4185,lutenfrei Lasane all uovo - Schär - 250,0,b,1579.0,1.5,0.0,2.4,6.4,0.18
4186,Xxl Burer Brötchen - Harry - 300,2,b,1188.0,0.5,8.0,2.4,9.0,1.2
4187,Bauern Topf - Knorr - 43 ,0,b,83.0,0.5,3.1,2.4,4.4,0.3
4188,Veetarische Bolonese mit emüse - Alnatura - 350 ml,0,b,349.0,0.4,6.6,2.4,4.7,0.9
4189,Nasi oren - K-Classic - 750 ,1,b,548.0,1.09,2.51,2.4,6.13,1.15
4190,Die Backfrische Pilz Trio - Waner - 350 ,2,b,834.0,2.9,1.3,2.4,9.4,1.2
4191,Taschki Piroen mit Sauerkraut-Pilz-Füllun - 500,1,b,701.0,2.0,0.6,2.4,4.6,0.9
4192,Bratkartoffel emüse Pfanne - FRoSTA - 500 ,1,b,364.0,0.2,1.3,2.4,1.9,0.83
4193,Taliatelle Pilz-Pfanne - ilo - 450 ,3,c,744.0,3.0,1.5,2.4,4.8,0.83
4194,Lutz Sahne Meerrettich Sahni milde,6,c,1356.0,3.5,1.4,2.4,2.2,0.5
4195,elbe Karotten mit Süsskartoffeln - Frosta - 380 ,6,c,586.0,4.2,4.9,2.4,0.8,0.83
4196,Frühlins Rollen - Alnatura - 195,3,c,897.0,1.1,3.3,2.4,5.5,1.2
4197,Rustipani Salami - Waner - 170 ,10,c,1027.0,3.1,3.6,2.4,10.6,1.4
4198,Kinder Tomatensauce - Zwerenwiese - 340ml,4,c,423.0,0.4,11.0,2.4,1.8,1.0
