,productname,nutriscorescore,nutriscoregrade,energy100g,saturatedfat100g,sugars100g,fiber100g,proteins100g,sodium100g
1973,Mamas Babydream Stillsaft mit roten Früchten - Rossmann - 500 ml,5,c,197.0,0.1,11.0,0.5,0.5,0.01
1974,Bratensauce - Knorr - 150,7,c,303.0,1.8,1.2,0.5,1.2,1.5
1975,Thunfischfilet - K-Claasic - 185,4,c,1289.0,3.6,0.5,0.5,20.0,0.75
1976,emüse Brühwürfel - ener Bio - 60,3,c,25.0,0.2,0.5,0.5,0.5,0.9
1977,urkensticks Würzi-Pikant - Kaufland - 670 ,3,c,191.0,0.1,9.8,0.5,0.5,1.5
1978,Huile de colza viere - ALNATURA - 1l,5,c,3404.0,7.4,0.5,0.5,0.5,0.01
1979,Mano lassi - Alnatura - 230 ml,3,c,339.0,1.9,10.0,0.5,2.6,0.08
1980,rüner Smoothie - dmBio - 250 ml,4,c,209.0,0.1,10.0,0.5,0.5,0.02
1981,Eatlean queso tierno - 200 ,6,c,707.0,1.3,0.5,0.5,37.0,2.0
1982,"Cremesuppe Waldpilz - Knorr - 60, 625ml",4,c,180.0,1.5,0.6,0.5,1.0,0.9
1983,K Classic Apfelsaft - 1 l,4,c,187.0,0.1,9.8,0.5,0.5,0.01
1984,Jäer-Rahm Sauce - Mai - 250 ml,8,c,414.0,4.0,3.0,0.5,1.5,1.1
1985,Feinschmecker Tomatensuppe mit Reis - Knorr - 500ml,3,c,162.0,0.6,1.8,0.5,0.9,0.73
1986,Reistopf mit Fleischklößchen - Erasco - 800,3,c,257.0,1.0,0.5,0.5,2.1,0.96
1987,"Milde Orane - hohes C - 1,5 l",2,c,180.0,0.1,8.8,0.5,0.7,0.003
1988,Puddin Schoko - Alnatura - 46,4,c,452.0,2.1,11.0,0.5,3.2,0.1
1989,Sahne Johurt Himbeere - Söbbeke - 150 ,8,c,596.0,6.4,11.0,0.5,2.3,0.09
1990,"Oranensaft aus Oranensaftkonzentrat, mild - K-Classic - 1l",2,c,176.0,0.1,8.8,0.5,0.7,0.01
1991,Kokos Beere mit veanen Johurtkulturen - dmBio - 160 ,5,c,414.0,4.4,6.4,0.5,1.7,0.09
1992,Merinues Dessert Crème CHOCOLAT - MIROS - 180 ,5,c,610.0,2.5,21.0,0.5,4.0,0.13
1993,14 Surimi Sticks - M-Budet - 230 ,3,c,478.0,0.3,3.0,0.5,7.8,1.5
1994,milder multivitamin - hohes c - 1.5l,4,c,192.0,0.1,10.0,0.5,0.5,0.005
1995,Alnatura Hühner Brühe 140 ,5,c,15.0,0.1,0.5,0.5,0.5,0.9
1996,Scomber Mix Classic - Rüen Fisch - 120 ,4,c,783.0,2.8,2.5,0.5,15.0,1.2
1997,"Clementinen Saft - Alnatura - 0,75 l",5,c,201.0,0.1,11.0,0.5,0.5,0.03
1998,Bi Sandwich - Nestle - 61,5,c,531.0,3.8,12.0,0.5,2.1,0.13
1999,"Hohes C Apfel - 1,5 l",4,c,184.0,0.1,9.9,0.5,0.5,0.005
2000,Herinsfilets Curry-Ananas-Creme - K-Favorites - 200 ,5,c,1025.0,2.8,4.5,0.5,13.0,1.2
2001,K-Favorites - 200 ,3,c,980.0,2.8,3.1,0.5,13.0,1.1
2002,K Bio emüsebrühe - Hüli Nahrunsmittel mbH - 140,4,c,13.0,0.1,0.5,0.5,0.5,1.1
2003,Orane-Z - Kaufland,2,c,8.0,0.1,0.5,0.5,0.5,0.03
2004,heimische Birne - albi - 1l,3,c,181.0,0.1,8.5,0.5,0.5,0.01
2005,Sahne Softpuddin Kaufkland classic - K-CLASSIC - 200 ,7,c,607.0,5.7,11.0,0.5,2.9,0.2
2006,Oranensaft - K-Classic - 1 l,2,c,180.0,0.1,8.9,0.5,0.7,0.01
2007,Charlotte Piemonte Haselnuss Eis - Charlotte Eis Manufaktur - 130ml,6,c,900.0,3.9,18.0,0.5,3.7,0.15
2008,Lait De Coco - Rapunzel - 400ml,10,c,812.0,18.0,1.7,0.5,1.7,0.19
2009,Amazonas smoothie - Cremisée - 100 ,6,c,448.0,0.1,22.7,0.5,1.0,0.01
2010,Sauce vonole - Flott - 130 ,5,c,303.0,0.5,3.9,0.5,3.2,1.5
2011,Pesca d'oro - Flott - 130 ,4,c,303.0,0.5,3.9,0.5,3.2,1.5
2012,Kaufland Classic Soda Stream - Zitrone - K-Classic - 400 ml,2,c,3.0,0.1,0.5,0.5,0.5,0.03
2013,So ood so veie - ANDROS - 400 ,6,c,418.0,3.2,10.0,0.5,0.5,0.02
2014,Curry Sauce - Mai,3,c,196.0,0.4,3.3,0.5,1.8,0.98
2015,"Orane-Direkt - Merk - 1,0l",3,c,184.0,0.1,9.0,0.5,0.7,0.01
2016,Hühner Kraftboillon - Knorr - 88,4,c,13.0,0.1,0.5,0.5,0.5,1.0
2017,11 plus 11 elb - Rabenhorst - 700 ml,5,c,205.0,0.1,10.0,0.5,0.5,0.3
2018,Multisaft - Alnatura - 750 ml,5,c,204.0,0.5,11.0,0.5,0.5,0.04
2019,Apfel klar - albi - 1 l,4,c,194.0,0.1,10.2,0.5,0.1,0.01
2020,Eistee - Weißer Tee Pfirsich & Himbeere - dm Bio - 500 ml,4,c,43.0,0.1,2.5,0.5,0.5,0.01
2021,Oranen Saft - dm Bio - 1 l,4,c,192.0,0.1,9.4,0.5,0.7,0.01
2022,Apfelsaft - K-Bio - 1 l,5,c,195.0,0.1,11.0,0.5,0.5,0.01
2023,Stieleis Vanille-Erdbeere - K-Classic - 360 ml 294 ,9,c,669.0,4.7,26.0,0.5,1.7,0.03
2024,Schlemmer-Filet à la Bordelaise Classic - ilo - 380 ,3,c,663.0,2.1,0.8,0.5,13.0,1.2
2025,Kaufland Puddin Vanille - K-Classic - 37,3,c,453.0,1.8,11.0,0.5,2.9,0.18
2026,Kochschinken - Herta - 100 ,4,c,469.0,1.1,1.0,0.5,20.0,1.6
2027,Frühstücks-Direktsaft - teut - 1L,4,c,205.0,0.1,10.0,0.5,0.5,0.01
2028,Oranensaft mit Fruchtfleisch Direktsaft - K classic - 1 l,4,c,188.0,0.1,9.3,0.5,0.7,0.01
2029,Soße Pferffer-Rahmsauce - Mai - 250ml,9,c,461.0,5.0,1.6,0.5,1.3,1.1
2030,Apfel naturtrüb - hohes C - 1 l,4,c,187.0,0.1,9.9,0.5,0.5,0.01
2031,Stracciatella - Alnatura - 500 ,6,c,592.0,5.0,15.0,0.5,3.3,0.12
2032,Die Feine Linie Johurt Heidelbeere - Bioland - 400 ,4,c,386.0,2.1,11.8,0.5,3.2,0.12
2033,Apfelsaft - K-Classic - 1 l,4,c,184.0,0.1,9.8,0.5,0.5,0.01
2034,Puddin Borbon-Vanille - Alnatura - 2 x 40 ,3,c,453.0,1.9,11.0,0.5,2.9,0.1
2035,"Apfelsaft aus Apfelsaftkonzentrat, klar - K-Classic - 0,33 l",4,c,184.0,0.1,9.8,0.5,0.5,0.01
2036,emüsebrühe - K-Classic - 140,4,c,13.0,0.0,0.5,0.5,0.5,1.0
2037,rand Dessert Premium European Dessert - Ehrmann,6,c,523.0,3.5,14.5,0.5,3.0,0.138
2038,Milder Apfelsaft - hohes C - 1l,4,c,184.0,0.1,9.9,0.5,0.5,0.005
2039,lutenfreies Milcheis mit Jourt (24%) und Zitronenzubereitun (2.5%) - Florida Eis - 480 ,8,c,732.0,3.3,25.0,0.5,4.4,0.14
2040,Soße zum Braten - Knorr - 69,7,c,140.0,0.5,1.5,0.5,0.7,1.651
2041,So ood so veie - Andros - 400 ,6,c,414.0,3.2,10.0,0.5,0.5,0.04
2042,Philadelphia fruits roues - 150,8,c,690.0,6.0,13.0,0.5,6.4,0.6
2043,Bouillon de léumes - m-budet - 800,4,c,15.0,0.5,0.5,0.5,0.5,1.0
2044,Heisse Tasse Lauch Creme - San antonio - 52.8,5,c,234.0,1.4,1.1,0.5,1.0,1.1
2045,Saucenbinder Hell - Mondamin - 275,9,c,1557.0,0.1,26.0,0.5,0.6,0.01
2046,emüse Bouillon - Alnatura - 66 ,4,c,0.0,0.2,0.5,0.5,0.5,1.0
2047,Lupinen yohurt natur - Made with Luve - e 500 ,5,c,423.0,5.6,1.5,0.5,1.8,0.12
2048,Knorr Asia Noodles Rind eschmack - 68 ,5,c,347.0,1.9,0.5,0.5,1.5,0.7
2049,Frischkäse mit Johurt - K-Classic - 200 ,10,c,701.0,9.8,3.5,0.5,7.0,0.7
2050,"Oranensaft - hohes C - 1,5 l",2,c,180.0,0.1,8.8,0.5,0.7,0.003
2051,"Hohes C Milde Orane , Mit Zartem Fruchtfleisch Saft - 1l",2,c,180.0,0.1,8.8,0.5,0.7,0.003
2052,Kokos Drink - dmBio - 1 l,3,c,62.0,0.1,1.3,0.5,1.7,0.06
2053,Weidelück Sahnejohurt nach ruechischer Art - 1000 ,5,c,510.0,6.7,3.8,0.5,4.2,0.13
2054,"Hohes C Orane - 1,5 l",2,c,180.0,0.1,8.8,0.5,0.7,0.003
2055,Kräuter Soße - Knorr - 750 ml,6,c,247.0,2.2,0.5,0.5,0.6,0.93
2056,Rockstar super sour - 1,3,c,247.0,0.1,14.0,0.5,0.5,0.01
2057,Zitronen Butter Sauce - Knorr - 52  - Packun,10,c,467.0,4.8,1.8,0.5,1.3,1.2
2058,klarer Bratensaft - Knorr - 80 ,7,c,151.0,1.6,0.5,0.5,0.8,1.4
2059,Apfelsaft Naturtrüb - Jacoby - 1 L,5,c,192.0,1.0,10.0,0.5,5.0,1.0
2060,Schoko-Haselnuss Puddin - K-Classic - 1 k,9,c,690.0,5.9,15.0,0.5,3.1,0.13
2061,Milk shake Choco - K-Classic - 243 ,4,c,452.0,3.4,10.0,0.5,3.5,0.13
2062,Thunfisch Filets - Kaufland - 185 ,3,c,799.0,1.5,0.5,0.5,25.0,1.2
2063,"Oranen soft - K-Classic - 0,33 l",2,c,180.0,0.1,8.9,0.5,0.7,0.01
2064,K-Classic - 300  e,5,c,874.0,2.0,5.1,0.5,9.3,1.5
2065,Saucenbinder dunkel - Mondamin - 250 ,9,c,1517.0,0.1,23.0,0.5,0.6,0.01
2066,Kartoffel Cremesuppe - Erasco - 390 ml,8,c,409.0,3.9,1.3,0.5,1.9,1.199
2067,Sandwich Fürst-Pückler-Art - K Classic - 10 x 1000 ml,6,c,453.0,4.2,9.1,0.5,2.2,0.06
2068,Semmelknödel - ,4,c,436.0,0.62,1.8,0.5,2.7,0.95
2069,Multivitaminsaft - Obstland - 1 Liter,4,c,195.0,0.0,10.0,0.5,0.0,0.01
2070,Oranensaft - dm Bio - 1L,4,c,192.0,0.1,9.4,0.5,0.7,0.01
2071,Pineaple juice - Kaufland - 1 l,8,d,213.0,0.1,12.0,0.5,0.5,0.5
2072,Cranberry Saft - DM - 330ml,8,d,103.0,0.1,4.8,0.5,0.5,0.01
2073,Reis Sirup - Alnatura - 350,13,d,1309.0,0.1,54.0,0.5,0.5,0.04
2074,"Fruity Water - Classic - 0,5 l",9,d,117.0,0.1,6.6,0.5,0.5,0.01
2075,Sauce Hollandaise - Knorr - 35,15,d,1831.0,27.0,1.8,0.5,1.6,0.98
2076,"Kaufland Wasser - K-Classic - 0,5 l",8,d,70.0,0.1,6.7,0.5,0.5,0.01
2077,Philadelphia Sweet Chili Mousse Dip - Mondelez - 140,15,d,740.0,8.5,10.0,0.5,2.6,0.83
2078,French Brie - Chêne d'arent - 200,15,d,1510.0,22.0,1.0,0.5,17.0,1.4
2079,"Holunder Blüten Sirup - Alnatura - 0,33 l",14,d,1411.0,0.1,83.0,0.5,0.5,0.01
2080,Delikatess Mayonnaise - K-Classic - 500 ml,16,d,2930.0,6.0,2.4,0.5,0.9,0.86
2081,Würzie Remoulade - K Classic - 500ml,16,d,2467.0,4.8,3.7,0.5,0.6,1.25
2082,Sauce hollandaise - Bon Chef - 35k,14,d,700.0,7.0,1.5,0.5,1.5,1.4
2083,Kokosmilch - Rapunzel - 200 ml,12,d,802.0,18.0,1.7,0.5,1.7,0.13
2084,Sauce 4 Fromaes - Panzani - 370,12,d,509.0,5.4,0.8,0.5,4.6,1.501
2085,Chicken Wins Barbecue - K Classic,11,d,958.0,3.9,0.9,0.5,16.0,1.4
2086,Dattes - Milbona - 250,13,d,1213.0,0.3,64.0,0.5,1.9,0.09
2087,chicken nuets - K Classic - 300 ,13,d,1059.0,2.6,6.9,0.5,11.0,1.6
2088,Mea Bären - Kaufland Classic - 200,13,d,1397.0,0.1,42.0,0.5,5.9,0.2
2089,"Bio Holunderblütensirup - Alnatura - 0,33 L",14,d,1411.0,0.1,83.0,0.5,0.5,0.01
2090,"Enjoy Vinairette, Himbeer - Kühne - 300 ml",13,d,1326.0,1.8,13.0,0.5,0.1,1.8
2091,Coconut milk - Alnatura - 400 ml,11,d,901.0,22.0,2.0,0.5,1.7,0.01
2092,heimischer Apfel naturtrüb - albi - 1 l,6,d,226.0,0.1,11.0,0.5,0.1,0.01
2093,Oranic Whole Cane Suar Recipes Mano Chutney - Alnatura - 500,14,d,1615.0,0.0,95.0,0.5,0.5,0.03
2094,"Hähnchenbrust epökelt Und eart, erillt - Herta - 100 ",11,d,464.0,0.6,1.0,0.5,22.0,2.4
2095,Finesse Putenbrust epökelt und eart - Herta - 100 ,11,d,464.0,0.6,1.0,0.5,22.0,2.5
2096,Eistee Pfirsich-eschmack - Kaufland - 1.5 L,8,d,109.0,0.0,6.0,0.5,0.0,0.06
2097,Eistee Zitronen-eschmack - K-Classic - 1.5l,8,d,106.0,0.1,6.0,0.5,0.5,0.05
2098,Rohrrohr Zucker hell - Alnatura - 1000,14,d,1649.0,0.0,96.7,0.5,0.0,0.0
2099,"Sockeye Wildlachs in Scheiben, kalt eräuchert - Fjord Krone - 150 ",11,d,522.0,0.9,1.3,0.5,20.7,3.49
2100,Herzenslust Smoothie - Ener Bio - 250 ml,9,d,247.0,0.1,14.0,0.5,0.5,0.01
2101,Sauce Hollandaise - Knorr - 250ml,17,d,1268.0,11.0,2.8,0.5,2.0,0.92
2102,Cheddary Schmelzkäsescheiben - K-Classic - 250,17,d,927.0,10.0,5.9,0.5,15.0,3.3
2103,Schinken Nuetz - Reinert - 150,17,d,967.0,6.0,0.5,0.5,23.0,4.5
2104,Remoulade - Kühne - 100 ml,17,d,2025.0,3.8,5.0,0.5,0.7,1.7
2105,Cocktail Sauce - K-Classic - 300 ml,16,d,1477.0,2.6,11.0,0.5,1.0,1.89
2106,Butterkase aus Alpenmilch - Alnatura - 125 ,14,d,1322.0,18.0,0.5,0.5,25.0,1.5
2107,"Apfel Schorle, 60% Frucht - surf - 0.5 l",7,d,113.0,0.1,6.1,0.5,0.5,0.01
2108,Melissentee mit Apfel und Birne - Babydream - 500 ml,8,d,100.0,0.1,5.3,0.5,0.5,0.013
2109,Kokosblüten Zucker - Dm Bio - 250 ,15,d,1602.0,0.2,90.0,0.5,1.3,0.24
2110,Salat Krönun - Knorr - 500,15,d,929.0,3.2,2.6,0.5,0.9,2.5
2111,Rohrohr Zucker - dmBio - 1000 ,15,d,1695.0,0.1,100.0,0.5,0.5,0.01
2112,Nußschinken - reußener - 80,11,d,485.0,0.8,1.2,0.5,23.0,3.2
2113,Sportness Eiweiß Crispy-PeanutButter - DM,13,d,1540.0,5.4,2.7,0.5,50.1,0.97
2114,Superfrucht Saft - Dm Bio,8,d,247.0,0.1,13.0,0.5,0.2,0.0
2115,Himbeeren elée Extra - Miros - 500,12,d,1040.0,0.0,61.0,0.5,0.5,0.05
2116,Bio Kokosmilch - K-Bio - 400ml,11,d,850.0,19.0,1.8,0.5,1.5,0.09
2117,Sauce for cantonese lemon - Asian Home ourmet - 60 ,18,d,1310.0,0.1,59.0,0.5,0.5,1.2
2118,Aaven Dicksaft - dmBio - 250 ml,13,d,1275.0,0.1,75.0,0.5,0.5,0.03
2119,Sauce Hollandaise Lukull - 0.25l,18,d,1917.0,17.0,1.7,0.5,1.5,0.81
2120,curry sauce - led's BBQ - 300 ml,14,d,870.0,1.0,12.0,0.5,1.0,2.4
2121,Schinkenaufschnitt Mit Belém- Pfeffer - Herta,11,d,469.0,0.9,1.0,0.5,20.0,2.3
2122,Putenbrust - Herta - 100 ,11,d,469.0,0.6,1.0,0.5,22.0,2.6
2123,Ham from Parma - Citterio - 70 ,18,d,1014.0,5.3,0.5,0.5,27.0,4.525
2124,4 Saftie Steaklets - ilo - 300 ,15,d,763.0,5.0,1.7,0.5,13.0,2.1
2125,Sanella Mararine - 500 ,13,d,2661.0,26.0,0.5,0.5,0.5,0.4
2126,Sauce Béarnaise - Lukull - 250 ml,18,d,1928.0,17.0,1.9,0.5,1.5,0.81
2127,Eistee Citronella iced tea - Alnatura - 500 ml,6,d,72.0,0.1,3.9,0.5,0.5,0.01
2128,Multivitaminsaft - K-Classic - 1l,6,d,226.0,0.5,12.0,0.5,0.5,0.02
2129,Sauce Hollandaise Liht - Knorr - 250ml,11,d,723.0,5.3,3.0,0.5,2.0,0.91
2130,Koo bittere Oranen Marmelade - 450,13,d,1371.0,0.1,60.0,0.5,0.0,0.0
2131,Maple syrup - Alnatura - 250 ml,13,d,1139.0,0.1,58.0,0.5,0.5,0.01
2132,Premium Herinsfilets in Pfeffer-Creme - Fjord Krone - 200 ,12,d,1125.0,3.0,4.7,0.5,13.0,1.4
2133,eflüel-Fleischwurst - K-Classic - 400 ,17,d,1008.0,7.2,0.4,0.5,14.0,1.8
2134,Eistee Pfirsich-maracuja - Alnatura - 500 ml,6,d,73.0,0.1,4.1,0.5,0.5,0.01
2135,"MapleWalnuts - Mövenpick - 900 ml, 476 ",17,d,1167.0,10.9,22.5,0.5,3.3,0.14
2136,Bio Wiener Würstchen - LFW Ludwisluster wurstspezialitäte - 200,21,e,1238.0,11.0,0.2,0.5,13.0,2.0
2137,Kokosöl nativ - Dm - 620 ml,20,e,3421.0,87.0,0.5,0.5,0.5,0.03
2138,Bananen-nektar - Kaufland - 1 l,19,e,259.0,0.1,15.0,0.5,0.5,0.05
2139,Schwarzwälder Landjäer - Schwarzwaldhof - 40.0 ,25,e,1866.0,15.5,1.0,0.5,25.0,3.9
2140,Oreo white - Mondelez - 100,28,e,2347.0,19.0,53.0,0.5,4.4,0.38
2141,Rotbäckchen Konzentration Kraftpaket - Rabenhorst - 60 ml,10,e,282.0,0.1,16.0,0.5,0.5,0.03
2142,Antioxidant Super Smoothie - innocent - 360 ml,16,e,238.0,0.0,11.0,0.5,0.77,0.0
2143,"Hohes C plus Manesium und B Vitamine, Orane Trau... - 1 L",14,e,188.0,0.1,9.4,0.5,0.5,0.01
2144,Putenbratwurst - Damhus - 500 ,21,e,1147.0,8.1,0.5,0.5,13.4,2.7
2145,Meisterriller - Damhus - 500 ,22,e,1283.0,11.0,0.6,0.5,13.3,2.1
2146,Käseriller - Damhus - 500 ,21,e,1312.0,13.2,0.2,0.5,14.5,2.0
2147,Kabanos Klassik - Houdek - 72 ,22,e,1243.0,10.0,1.0,0.5,18.5,2.9
2148,Bio Reisdrink - take it veie - 1 l,12,e,204.0,0.2,7.3,0.5,0.5,0.05
2149,Rotbäckchen - 200ml,19,e,259.0,0.1,15.0,0.5,0.5,0.03
2150,Choclait Chips White - Nestlé - 115,24,e,2171.0,15.7,39.2,0.5,6.2,0.1
2151,Thomy - 265,22,e,3092.0,8.2,0.5,0.5,0.8,1.2
2152,Kokosöl Nativ - Alnatura - 220 ml,20,e,3464.0,87.0,0.0,0.5,0.0,0.0
2153,Rotbäckchen Lernstark - 700 ml,19,e,251.0,0.1,14.0,0.5,0.5,0.03
2154,Heißer Rabe - Rabenhorst - 750 ml,15,e,210.0,0.1,11.0,0.5,0.5,0.03
2155,Lernstark - Rotbäckchen - 750ml,19,e,251.0,0.1,14.0,0.5,0.5,0.03
2156,Kokosöl nativ - dm Bio - 300ml,20,e,3404.0,87.0,0.5,0.5,0.5,0.0
2157,Salat Krönun würzie artenkräuter - Knorr - 8,20,e,1807.0,6.9,3.3,0.5,0.5,2.2
2158,Schüttel-Limo Inwer-Himbeere - Klosterkitchen - 330 ml,11,e,148.0,0.0,7.7,0.5,0.0,0.01
2159,Schüttel-Limo Inwer-Mano - Klosterkitchen - 330 ml,11,e,150.0,0.0,7.8,0.5,0.0,0.01
2160,Berbauern Sauerrahm Butter - Alnatura - 250 ,19,e,3058.0,54.0,0.7,0.5,0.7,0.01
2161,Vitaminbündel - Innocent - 300ml,14,e,189.0,0.0,9.9,0.5,0.0,0.0
2162,Landjäer - endarmes - M Budet,25,e,2010.0,16.0,1.0,0.5,26.0,3.5
2163,Oranic Island Fruit Flavour - Rockstar - 500 ml ℮,13,e,172.0,0.1,9.8,0.5,0.5,0.01
2164,Leberwurst - Alnatura,19,e,1163.0,10.0,0.8,0.5,12.0,1.8
2165,Apfel-kirsch Drink - Classic - 200 ml,13,e,167.0,0.1,9.5,0.5,0.5,0.01
2166,Kakaobutter - Alnatura,19,e,3766.0,60.0,0.5,0.5,0.5,0.01
2167,"Aronia Saft, 100% Muttersaft - dm Bio",15,e,268.0,0.1,8.0,0.5,0.5,0.01
2168,Chocolat Au Lait 11 Bâtonnets - Chateau - 200 ,28,e,2351.0,23.2,49.1,0.5,7.9,0.28
2169,Inwer Schüttel-Limo - Kloster Kitchen - 330 ml,11,e,140.0,0.0,7.8,0.5,0.2,0.01
2170,"Oranennektar - K-Classic - 1,5 l",10,e,153.0,0.1,8.1,0.5,0.5,0.01
2171,Cracywolf eschmack Heudelbeere - 250ml,14,e,197.0,0.1,10.0,0.5,0.5,0.01
2172,Delikatess Salami 1A - K-Classic - 100,20,e,1134.0,8.0,0.9,0.5,21.5,3.8
2173,Oriinal Thüriner Stracke - reußener - 80,24,e,1502.0,12.0,0.1,0.5,22.0,3.1
2174,saucisses de Vienne - Alnatura - 200 ,19,e,1261.0,10.0,1.0,0.5,12.0,1.8
2175,Alnatura Weiße Crisp - 100,28,e,2372.0,23.0,49.0,0.5,7.7,0.27
2176,Mayonnaise à la moutarde - Thomy - 265,20,e,2720.0,7.4,0.6,0.5,1.6,1.3
2177,Kokosöl nativ - dmBio - 620 ml,20,e,3421.0,87.0,0.5,0.5,0.5,0.03
2178,Traube & Kirsche - Rabenhorst - 750 ml,10,e,285.0,0.1,15.0,0.5,0.5,0.03
2179,"Wiener Würstchen - Alnatura - 400 , Abtropfewicht 180 ",19,e,1118.0,9.6,0.2,0.5,11.7,1.7
2180,Hafer Drink Cappucino - Alnatura - 230 ml,11,e,177.0,0.2,6.1,0.5,0.5,0.08
2181,Sauerkirschnektar - K-CLASSIC - 1 l,14,e,218.0,0.1,12.0,0.5,0.5,0.01
2182,Cervelas - TERRASUISSE - 200 ,19,e,1100.0,9.0,1.0,0.5,14.0,2.0
2183,Mayonnaise Moutarde - M Classic - 265 ,21,e,2840.0,8.5,0.7,0.5,1.5,1.3
2184,Rinder Salami - Alnatura - 80 r,24,e,1485.0,12.0,0.5,0.5,28.0,3.7
2185,Cafe allero Typ Latte Macchiato Vanilleeschmack - K-Classic - 260 ,18,e,334.0,2.5,8.1,0.5,2.8,0.15
2186,Cafe allero Typ Latte Macchiato Karamelleschmack - K-Classic - 260 ,18,e,334.0,2.5,8.1,0.5,2.8,0.15
2187,Traubensaft weiß Direktsaft - Jacoby - 1 l,10,e,280.0,0.1,16.0,0.5,0.5,0.01
2188,Karma : Bio Rice Drink Calcium Vean - Coop - 1000ml,12,e,200.0,0.0,7.0,0.5,0.5,0.01
2189,"Enery Drink, Super Sours Blue Raspberry - Rockstar - 500 ml",19,e,258.0,0.1,14.0,0.5,0.5,0.01
2190,Roter Rabenhorst - 700ml,10,e,314.0,0.0,18.0,0.5,0.0,0.0
2191,Hohes C Multivitamin 1l,14,e,188.0,0.1,9.9,0.5,0.5,0.005
2192,Schinkenwurst - Alnatura - 200 ,22,e,1178.0,12.0,0.5,0.5,11.0,2.2
2193,Jadwurst - Alnatura - 200 ,22,e,1161.0,11.0,0.5,0.5,13.0,2.1
2194,robe Bratwurst - Alnatura - 200 ,21,e,1066.0,9.4,0.5,0.5,17.0,2.2
2195,hee - Alnatura - 180 ,20,e,3684.0,65.0,0.5,0.5,0.5,0.01
2196,"Acht rad Plus Heißer Hirsch Familienpunsch Apfel-pflaume, 0,75 LTR Stück - 750ml",16,e,222.0,0.1,11.0,0.5,0.5,0.01
2197,"Hohes C, Milde rapefruit - Eckes ranini",12,e,176.0,0.1,8.3,0.5,0.7,0.0
2198,Bio Kokosöl - 414 ,20,e,3791.0,93.0,0.5,0.5,0.5,0.0
2199,Cranberry - lobus - 1 l,15,e,205.0,0.1,11.0,0.5,0.5,0.01
2200,Durance - Rockstar - 500ml,18,e,238.0,0.02,13.8,0.5,0.1,0.0
2201,Immunsystem - Rabenhorst - 700 ml,16,e,218.0,0.1,12.0,0.5,0.5,0.03
2202,"Hohes C , Frühstückssaft - Eckes ranini",12,e,167.0,0.1,8.7,0.5,0.4,0.025
2203,Oranensaft 100% Direktsaft - dmBio - 1 l,14,e,188.0,0.1,9.4,0.5,0.7,0.01
2204,Münchner Weißwurst - Alnatura - 240 ,19,e,1116.0,10.0,0.5,0.5,10.0,1.7
2205,Bio Coppa - teut...Bio - 80 ,22,e,1296.0,10.0,0.5,0.5,23.0,4.0
2206,Bio Paprikalyoner - teut...Bio - 80 ,19,e,1200.0,9.6,1.5,0.5,12.0,1.8
2207,Traubensaft - K-Favourites - 1 l,10,e,287.0,0.1,16.0,0.5,0.5,0.01
2208,Knoblauchsalami - Ludwisluster - 100,24,e,1669.0,14.0,0.5,0.5,20.0,3.5
2209,Enerise - Innocent - 360 ml,16,e,252.0,0.13,10.0,0.5,0.6,0.0
2210,Jus de raisin - Trimm - 1 l,10,e,285.0,0.1,16.0,0.5,0.5,0.01
2211,"Frucht liebt Karotte - dm Bio - 0,75 l",13,e,178.0,0.1,9.6,0.5,0.4,0.04
2212,Weisse Schokolade - Rapunzel - 100 ,27,e,2418.0,23.0,52.0,0.5,7.9,0.12
2213,Maxx Weiße Schokolade Eis - K-Classic - 720 ml - 504 ,19,e,1339.0,14.0,30.0,0.5,3.2,0.12
2214,Eistee Zitrone Inwer - enerBio - 500 ml,10,e,137.0,0.1,6.3,0.5,0.5,0.0
2215,Oriinal reußner Salami - El Disco - 125,25,e,1699.0,13.0,0.1,0.5,27.0,4.0
2216,Dietpro  (Erdbeere) - Zec + Nutrition - 1000 ramm,2,b,1190.0,1.05,1.84,0.526,62.4,0.789
2217,ranatapfel Cranberry - Jacoby - 1 l,2,b,215.0,0.1,13.0,0.53,0.5,0.01
2218,Bami oren - CROP'S - 750 ,0,b,128.0,0.107,0.987,0.533,1.41,0.197
2219,Reistopf mit Fleischklößchen - Erasco - 400,3,c,234.0,0.6,0.55,0.55,1.82,1.0
2220,"Franziskaner Weissbier Alkoholfrei 0,5 L - 0.5l",5,c,88.0,0.1,1.84,0.55,0.55,0.002
2221,Schlemmer-Pause Creme-Puddin Schokolade/Haselnuss-eschmack - Komet - 55 ,2,b,452.0,0.927,13.2,0.585,2.24,0.136
2222,Alpro Cuisine Soya liht - 254ml,-1,a,255.0,0.6,0.7,0.6,2.0,0.15
2223,Soya Oranic Drink Sweetened (Dark Blue) - Provamel - 1l,-2,a,188.0,0.4,2.4,0.6,3.7,0.15
2224,Soja sans sucres - Alpro - 1l,-2,a,138.0,0.3,0.0,0.6,3.3,0.09
2225,Pizza-Tomaten - Kaufland Bio - 400  Füllmene; 240  Abtropfewicht,-5,a,109.0,0.0,3.4,0.6,1.2,0.02
2226,"4X4 Abricot Sirop D.monte, - Del Monte - 480  net éoutté",-3,a,251.0,0.0,12.0,0.6,0.4,0.07
2227,Schlemmer-Filet Brokkoli in milder Senfsauce - ilo - 380 ,-1,a,376.0,0.7,1.2,0.6,11.0,0.85
